removal_fraction	largest_component_fraction_original_nodes	dataset	network_group	bootstrap_id	attack_mode
0.75	0.005	interior_depth	Depth_50_75	27	targeted
0.8	0.005	interior_depth	Depth_50_75	27	targeted
0.85	0.005	interior_depth	Depth_50_75	27	targeted
0.9	0.005	interior_depth	Depth_50_75	27	targeted
0.95	0.005	interior_depth	Depth_50_75	27	targeted
1	0	interior_depth	Depth_50_75	27	targeted
0	0.62	interior_depth	Depth_50_75	28	random
0.05	0.595	interior_depth	Depth_50_75	28	random
0.1	0.535	interior_depth	Depth_50_75	28	random
0.15	0.505	interior_depth	Depth_50_75	28	random
0.2	0.455	interior_depth	Depth_50_75	28	random
0.25	0.435	interior_depth	Depth_50_75	28	random
0.3	0.39	interior_depth	Depth_50_75	28	random
0.35	0.345	interior_depth	Depth_50_75	28	random
0.4	0.32	interior_depth	Depth_50_75	28	random
0.45	0.29	interior_depth	Depth_50_75	28	random
0.5	0.25	interior_depth	Depth_50_75	28	random
0.55	0.22	interior_depth	Depth_50_75	28	random
0.6	0.175	interior_depth	Depth_50_75	28	random
0.65	0.13	interior_depth	Depth_50_75	28	random
0.7	0.095	interior_depth	Depth_50_75	28	random
0.75	0.065	interior_depth	Depth_50_75	28	random
0.8	0.035	interior_depth	Depth_50_75	28	random
0.85	0.02	interior_depth	Depth_50_75	28	random
0.9	0.015	interior_depth	Depth_50_75	28	random
0.95	0.01	interior_depth	Depth_50_75	28	random
1	0	interior_depth	Depth_50_75	28	random
0	0.62	interior_depth	Depth_50_75	28	targeted
0.05	0.535	interior_depth	Depth_50_75	28	targeted
0.1	0.415	interior_depth	Depth_50_75	28	targeted
0.15	0.3	interior_depth	Depth_50_75	28	targeted
0.2	0.06	interior_depth	Depth_50_75	28	targeted
0.25	0.06	interior_depth	Depth_50_75	28	targeted
0.3	0.02	interior_depth	Depth_50_75	28	targeted
0.35	0.015	interior_depth	Depth_50_75	28	targeted
0.4	0.005	interior_depth	Depth_50_75	28	targeted
0.45	0.005	interior_depth	Depth_50_75	28	targeted
0.5	0.005	interior_depth	Depth_50_75	28	targeted
0.55	0.005	interior_depth	Depth_50_75	28	targeted
0.6	0.005	interior_depth	Depth_50_75	28	targeted
0.65	0.005	interior_depth	Depth_50_75	28	targeted
0.7	0.005	interior_depth	Depth_50_75	28	targeted
0.75	0.005	interior_depth	Depth_50_75	28	targeted
0.8	0.005	interior_depth	Depth_50_75	28	targeted
0.85	0.005	interior_depth	Depth_50_75	28	targeted
0.9	0.005	interior_depth	Depth_50_75	28	targeted
0.95	0.005	interior_depth	Depth_50_75	28	targeted
1	0	interior_depth	Depth_50_75	28	targeted
0	0.57	interior_depth	Depth_50_75	29	random
0.05	0.515	interior_depth	Depth_50_75	29	random
0.1	0.495	interior_depth	Depth_50_75	29	random
0.15	0.47	interior_depth	Depth_50_75	29	random
0.2	0.44	interior_depth	Depth_50_75	29	random
0.25	0.415	interior_depth	Depth_50_75	29	random
0.3	0.375	interior_depth	Depth_50_75	29	random
0.35	0.33	interior_depth	Depth_50_75	29	random
0.4	0.295	interior_depth	Depth_50_75	29	random
0.45	0.255	interior_depth	Depth_50_75	29	random
0.5	0.22	interior_depth	Depth_50_75	29	random
0.55	0.21	interior_depth	Depth_50_75	29	random
0.6	0.18	interior_depth	Depth_50_75	29	random
0.65	0.16	interior_depth	Depth_50_75	29	random
0.7	0.115	interior_depth	Depth_50_75	29	random
0.75	0.105	interior_depth	Depth_50_75	29	random
0.8	0.04	interior_depth	Depth_50_75	29	random
0.85	0.01	interior_depth	Depth_50_75	29	random
0.9	0.01	interior_depth	Depth_50_75	29	random
0.95	0.01	interior_depth	Depth_50_75	29	random
1	0	interior_depth	Depth_50_75	29	random
0	0.57	interior_depth	Depth_50_75	29	targeted
0.05	0.485	interior_depth	Depth_50_75	29	targeted
0.1	0.4	interior_depth	Depth_50_75	29	targeted
0.15	0.31	interior_depth	Depth_50_75	29	targeted
0.2	0.21	interior_depth	Depth_50_75	29	targeted
0.25	0.07	interior_depth	Depth_50_75	29	targeted
0.3	0.035	interior_depth	Depth_50_75	29	targeted
0.35	0.025	interior_depth	Depth_50_75	29	targeted
0.4	0.02	interior_depth	Depth_50_75	29	targeted
0.45	0.015	interior_depth	Depth_50_75	29	targeted
0.5	0.005	interior_depth	Depth_50_75	29	targeted
0.55	0.005	interior_depth	Depth_50_75	29	targeted
0.6	0.005	interior_depth	Depth_50_75	29	targeted
0.65	0.005	interior_depth	Depth_50_75	29	targeted
0.7	0.005	interior_depth	Depth_50_75	29	targeted
0.75	0.005	interior_depth	Depth_50_75	29	targeted
0.8	0.005	interior_depth	Depth_50_75	29	targeted
0.85	0.005	interior_depth	Depth_50_75	29	targeted
0.9	0.005	interior_depth	Depth_50_75	29	targeted
0.95	0.005	interior_depth	Depth_50_75	29	targeted
1	0	interior_depth	Depth_50_75	29	targeted
0	0.475	interior_depth	Depth_50_75	30	random
0.05	0.445	interior_depth	Depth_50_75	30	random
0.1	0.42	interior_depth	Depth_50_75	30	random
0.15	0.395	interior_depth	Depth_50_75	30	random
0.2	0.38	interior_depth	Depth_50_75	30	random
0.25	0.355	interior_depth	Depth_50_75	30	random
0.3	0.335	interior_depth	Depth_50_75	30	random
0.35	0.315	interior_depth	Depth_50_75	30	random
0.4	0.295	interior_depth	Depth_50_75	30	random
0.45	0.27	interior_depth	Depth_50_75	30	random
0.5	0.245	interior_depth	Depth_50_75	30	random
0.55	0.215	interior_depth	Depth_50_75	30	random
0.6	0.19	interior_depth	Depth_50_75	30	random
0.65	0.165	interior_depth	Depth_50_75	30	random
0.7	0.105	interior_depth	Depth_50_75	30	random
0.75	0.06	interior_depth	Depth_50_75	30	random
0.8	0.04	interior_depth	Depth_50_75	30	random
0.85	0.025	interior_depth	Depth_50_75	30	random
0.9	0.01	interior_depth	Depth_50_75	30	random
0.95	0.005	interior_depth	Depth_50_75	30	random
1	0	interior_depth	Depth_50_75	30	random
0	0.475	interior_depth	Depth_50_75	30	targeted
0.05	0.42	interior_depth	Depth_50_75	30	targeted
0.1	0.355	interior_depth	Depth_50_75	30	targeted
0.15	0.25	interior_depth	Depth_50_75	30	targeted
0.2	0.13	interior_depth	Depth_50_75	30	targeted
0.25	0.05	interior_depth	Depth_50_75	30	targeted
0.3	0.015	interior_depth	Depth_50_75	30	targeted
0.35	0.01	interior_depth	Depth_50_75	30	targeted
0.4	0.01	interior_depth	Depth_50_75	30	targeted
0.45	0.01	interior_depth	Depth_50_75	30	targeted
0.5	0.005	interior_depth	Depth_50_75	30	targeted
0.55	0.005	interior_depth	Depth_50_75	30	targeted
0.6	0.005	interior_depth	Depth_50_75	30	targeted
0.65	0.005	interior_depth	Depth_50_75	30	targeted
0.7	0.005	interior_depth	Depth_50_75	30	targeted
0.75	0.005	interior_depth	Depth_50_75	30	targeted
0.8	0.005	interior_depth	Depth_50_75	30	targeted
0.85	0.005	interior_depth	Depth_50_75	30	targeted
0.9	0.005	interior_depth	Depth_50_75	30	targeted
0.95	0.005	interior_depth	Depth_50_75	30	targeted
1	0	interior_depth	Depth_50_75	30	targeted
0	0.53	interior_depth	Depth_50_75	31	random
0.05	0.5	interior_depth	Depth_50_75	31	random
0.1	0.48	interior_depth	Depth_50_75	31	random
0.15	0.455	interior_depth	Depth_50_75	31	random
0.2	0.42	interior_depth	Depth_50_75	31	random
0.25	0.385	interior_depth	Depth_50_75	31	random
0.3	0.35	interior_depth	Depth_50_75	31	random
0.35	0.345	interior_depth	Depth_50_75	31	random
0.4	0.325	interior_depth	Depth_50_75	31	random
0.45	0.25	interior_depth	Depth_50_75	31	random
0.5	0.2	interior_depth	Depth_50_75	31	random
0.55	0.175	interior_depth	Depth_50_75	31	random
0.6	0.155	interior_depth	Depth_50_75	31	random
0.65	0.105	interior_depth	Depth_50_75	31	random
0.7	0.105	interior_depth	Depth_50_75	31	random
0.75	0.065	interior_depth	Depth_50_75	31	random
0.8	0.03	interior_depth	Depth_50_75	31	random
0.85	0.025	interior_depth	Depth_50_75	31	random
0.9	0.02	interior_depth	Depth_50_75	31	random
0.95	0.01	interior_depth	Depth_50_75	31	random
1	0	interior_depth	Depth_50_75	31	random
0	0.53	interior_depth	Depth_50_75	31	targeted
0.05	0.435	interior_depth	Depth_50_75	31	targeted
0.1	0.35	interior_depth	Depth_50_75	31	targeted
0.15	0.235	interior_depth	Depth_50_75	31	targeted
0.2	0.075	interior_depth	Depth_50_75	31	targeted
0.25	0.015	interior_depth	Depth_50_75	31	targeted
0.3	0.015	interior_depth	Depth_50_75	31	targeted
0.35	0.005	interior_depth	Depth_50_75	31	targeted
0.4	0.005	interior_depth	Depth_50_75	31	targeted
0.45	0.005	interior_depth	Depth_50_75	31	targeted
0.5	0.005	interior_depth	Depth_50_75	31	targeted
0.55	0.005	interior_depth	Depth_50_75	31	targeted
0.6	0.005	interior_depth	Depth_50_75	31	targeted
0.65	0.005	interior_depth	Depth_50_75	31	targeted
0.7	0.005	interior_depth	Depth_50_75	31	targeted
0.75	0.005	interior_depth	Depth_50_75	31	targeted
0.8	0.005	interior_depth	Depth_50_75	31	targeted
0.85	0.005	interior_depth	Depth_50_75	31	targeted
0.9	0.005	interior_depth	Depth_50_75	31	targeted
0.95	0.005	interior_depth	Depth_50_75	31	targeted
1	0	interior_depth	Depth_50_75	31	targeted
0	0.51	interior_depth	Depth_50_75	32	random
0.05	0.485	interior_depth	Depth_50_75	32	random
0.1	0.45	interior_depth	Depth_50_75	32	random
0.15	0.425	interior_depth	Depth_50_75	32	random
0.2	0.41	interior_depth	Depth_50_75	32	random
0.25	0.38	interior_depth	Depth_50_75	32	random
0.3	0.355	interior_depth	Depth_50_75	32	random
0.35	0.33	interior_depth	Depth_50_75	32	random
0.4	0.31	interior_depth	Depth_50_75	32	random
0.45	0.28	interior_depth	Depth_50_75	32	random
0.5	0.255	interior_depth	Depth_50_75	32	random
0.55	0.235	interior_depth	Depth_50_75	32	random
0.6	0.19	interior_depth	Depth_50_75	32	random
0.65	0.165	interior_depth	Depth_50_75	32	random
0.7	0.13	interior_depth	Depth_50_75	32	random
0.75	0.1	interior_depth	Depth_50_75	32	random
0.8	0.075	interior_depth	Depth_50_75	32	random
0.85	0.015	interior_depth	Depth_50_75	32	random
0.9	0.015	interior_depth	Depth_50_75	32	random
0.95	0.01	interior_depth	Depth_50_75	32	random
1	0	interior_depth	Depth_50_75	32	random
0	0.51	interior_depth	Depth_50_75	32	targeted
0.05	0.445	interior_depth	Depth_50_75	32	targeted
0.1	0.365	interior_depth	Depth_50_75	32	targeted
0.15	0.26	interior_depth	Depth_50_75	32	targeted
0.2	0.125	interior_depth	Depth_50_75	32	targeted
0.25	0.055	interior_depth	Depth_50_75	32	targeted
0.3	0.035	interior_depth	Depth_50_75	32	targeted
0.35	0.01	interior_depth	Depth_50_75	32	targeted
0.4	0.005	interior_depth	Depth_50_75	32	targeted
0.45	0.005	interior_depth	Depth_50_75	32	targeted
0.5	0.005	interior_depth	Depth_50_75	32	targeted
0.55	0.005	interior_depth	Depth_50_75	32	targeted
0.6	0.005	interior_depth	Depth_50_75	32	targeted
0.65	0.005	interior_depth	Depth_50_75	32	targeted
0.7	0.005	interior_depth	Depth_50_75	32	targeted
0.75	0.005	interior_depth	Depth_50_75	32	targeted
0.8	0.005	interior_depth	Depth_50_75	32	targeted
0.85	0.005	interior_depth	Depth_50_75	32	targeted
0.9	0.005	interior_depth	Depth_50_75	32	targeted
0.95	0.005	interior_depth	Depth_50_75	32	targeted
1	0	interior_depth	Depth_50_75	32	targeted
0	0.4	interior_depth	Depth_50_75	33	random
0.05	0.365	interior_depth	Depth_50_75	33	random
0.1	0.335	interior_depth	Depth_50_75	33	random
0.15	0.32	interior_depth	Depth_50_75	33	random
0.2	0.3	interior_depth	Depth_50_75	33	random
0.25	0.27	interior_depth	Depth_50_75	33	random
0.3	0.255	interior_depth	Depth_50_75	33	random
0.35	0.23	interior_depth	Depth_50_75	33	random
0.4	0.215	interior_depth	Depth_50_75	33	random
0.45	0.195	interior_depth	Depth_50_75	33	random
0.5	0.165	interior_depth	Depth_50_75	33	random
0.55	0.14	interior_depth	Depth_50_75	33	random
0.6	0.13	interior_depth	Depth_50_75	33	random
0.65	0.12	interior_depth	Depth_50_75	33	random
0.7	0.11	interior_depth	Depth_50_75	33	random
0.75	0.09	interior_depth	Depth_50_75	33	random
0.8	0.06	interior_depth	Depth_50_75	33	random
0.85	0.025	interior_depth	Depth_50_75	33	random
0.9	0.015	interior_depth	Depth_50_75	33	random
0.95	0.01	interior_depth	Depth_50_75	33	random
1	0	interior_depth	Depth_50_75	33	random
0	0.4	interior_depth	Depth_50_75	33	targeted
0.05	0.335	interior_depth	Depth_50_75	33	targeted
0.1	0.275	interior_depth	Depth_50_75	33	targeted
0.15	0.085	interior_depth	Depth_50_75	33	targeted
0.2	0.03	interior_depth	Depth_50_75	33	targeted
0.25	0.02	interior_depth	Depth_50_75	33	targeted
0.3	0.01	interior_depth	Depth_50_75	33	targeted
0.35	0.005	interior_depth	Depth_50_75	33	targeted
0.4	0.005	interior_depth	Depth_50_75	33	targeted
0.45	0.005	interior_depth	Depth_50_75	33	targeted
0.5	0.005	interior_depth	Depth_50_75	33	targeted
0.55	0.005	interior_depth	Depth_50_75	33	targeted
0.6	0.005	interior_depth	Depth_50_75	33	targeted
0.65	0.005	interior_depth	Depth_50_75	33	targeted
0.7	0.005	interior_depth	Depth_50_75	33	targeted
0.75	0.005	interior_depth	Depth_50_75	33	targeted
0.8	0.005	interior_depth	Depth_50_75	33	targeted
0.85	0.005	interior_depth	Depth_50_75	33	targeted
0.9	0.005	interior_depth	Depth_50_75	33	targeted
0.95	0.005	interior_depth	Depth_50_75	33	targeted
1	0	interior_depth	Depth_50_75	33	targeted
0	0.565	interior_depth	Depth_50_75	34	random
0.05	0.54	interior_depth	Depth_50_75	34	random
0.1	0.515	interior_depth	Depth_50_75	34	random
0.15	0.48	interior_depth	Depth_50_75	34	random
0.2	0.445	interior_depth	Depth_50_75	34	random
0.25	0.42	interior_depth	Depth_50_75	34	random
0.3	0.375	interior_depth	Depth_50_75	34	random
0.35	0.335	interior_depth	Depth_50_75	34	random
0.4	0.32	interior_depth	Depth_50_75	34	random
0.45	0.285	interior_depth	Depth_50_75	34	random
0.5	0.265	interior_depth	Depth_50_75	34	random
0.55	0.215	interior_depth	Depth_50_75	34	random
0.6	0.19	interior_depth	Depth_50_75	34	random
0.65	0.17	interior_depth	Depth_50_75	34	random
0.7	0.14	interior_depth	Depth_50_75	34	random
0.75	0.08	interior_depth	Depth_50_75	34	random
0.8	0.05	interior_depth	Depth_50_75	34	random
0.85	0.04	interior_depth	Depth_50_75	34	random
0.9	0.025	interior_depth	Depth_50_75	34	random
0.95	0.015	interior_depth	Depth_50_75	34	random
1	0	interior_depth	Depth_50_75	34	random
0	0.565	interior_depth	Depth_50_75	34	targeted
0.05	0.49	interior_depth	Depth_50_75	34	targeted
0.1	0.4	interior_depth	Depth_50_75	34	targeted
0.15	0.23	interior_depth	Depth_50_75	34	targeted
0.2	0.065	interior_depth	Depth_50_75	34	targeted
0.25	0.04	interior_depth	Depth_50_75	34	targeted
0.3	0.035	interior_depth	Depth_50_75	34	targeted
0.35	0.01	interior_depth	Depth_50_75	34	targeted
0.4	0.01	interior_depth	Depth_50_75	34	targeted
0.45	0.005	interior_depth	Depth_50_75	34	targeted
0.5	0.005	interior_depth	Depth_50_75	34	targeted
0.55	0.005	interior_depth	Depth_50_75	34	targeted
0.6	0.005	interior_depth	Depth_50_75	34	targeted
0.65	0.005	interior_depth	Depth_50_75	34	targeted
0.7	0.005	interior_depth	Depth_50_75	34	targeted
0.75	0.005	interior_depth	Depth_50_75	34	targeted
0.8	0.005	interior_depth	Depth_50_75	34	targeted
0.85	0.005	interior_depth	Depth_50_75	34	targeted
0.9	0.005	interior_depth	Depth_50_75	34	targeted
0.95	0.005	interior_depth	Depth_50_75	34	targeted
1	0	interior_depth	Depth_50_75	34	targeted
0	0.52	interior_depth	Depth_50_75	35	random
0.05	0.485	interior_depth	Depth_50_75	35	random
0.1	0.465	interior_depth	Depth_50_75	35	random
0.15	0.435	interior_depth	Depth_50_75	35	random
0.2	0.415	interior_depth	Depth_50_75	35	random
0.25	0.38	interior_depth	Depth_50_75	35	random
0.3	0.33	interior_depth	Depth_50_75	35	random
0.35	0.31	interior_depth	Depth_50_75	35	random
0.4	0.26	interior_depth	Depth_50_75	35	random
0.45	0.225	interior_depth	Depth_50_75	35	random
0.5	0.195	interior_depth	Depth_50_75	35	random
0.55	0.195	interior_depth	Depth_50_75	35	random
0.6	0.165	interior_depth	Depth_50_75	35	random
0.65	0.135	interior_depth	Depth_50_75	35	random
0.7	0.115	interior_depth	Depth_50_75	35	random
0.75	0.06	interior_depth	Depth_50_75	35	random
0.8	0.055	interior_depth	Depth_50_75	35	random
0.85	0.02	interior_depth	Depth_50_75	35	random
0.9	0.01	interior_depth	Depth_50_75	35	random
0.95	0.005	interior_depth	Depth_50_75	35	random
1	0	interior_depth	Depth_50_75	35	random
0	0.52	interior_depth	Depth_50_75	35	targeted
0.05	0.435	interior_depth	Depth_50_75	35	targeted
0.1	0.345	interior_depth	Depth_50_75	35	targeted
0.15	0.23	interior_depth	Depth_50_75	35	targeted
0.2	0.04	interior_depth	Depth_50_75	35	targeted
0.25	0.04	interior_depth	Depth_50_75	35	targeted
0.3	0.025	interior_depth	Depth_50_75	35	targeted
0.35	0.025	interior_depth	Depth_50_75	35	targeted
0.4	0.015	interior_depth	Depth_50_75	35	targeted
0.45	0.005	interior_depth	Depth_50_75	35	targeted
0.5	0.005	interior_depth	Depth_50_75	35	targeted
0.55	0.005	interior_depth	Depth_50_75	35	targeted
0.6	0.005	interior_depth	Depth_50_75	35	targeted
0.65	0.005	interior_depth	Depth_50_75	35	targeted
0.7	0.005	interior_depth	Depth_50_75	35	targeted
0.75	0.005	interior_depth	Depth_50_75	35	targeted
0.8	0.005	interior_depth	Depth_50_75	35	targeted
0.85	0.005	interior_depth	Depth_50_75	35	targeted
0.9	0.005	interior_depth	Depth_50_75	35	targeted
0.95	0.005	interior_depth	Depth_50_75	35	targeted
1	0	interior_depth	Depth_50_75	35	targeted
0	0.55	interior_depth	Depth_50_75	36	random
0.05	0.525	interior_depth	Depth_50_75	36	random
0.1	0.48	interior_depth	Depth_50_75	36	random
0.15	0.45	interior_depth	Depth_50_75	36	random
0.2	0.425	interior_depth	Depth_50_75	36	random
0.25	0.405	interior_depth	Depth_50_75	36	random
0.3	0.36	interior_depth	Depth_50_75	36	random
0.35	0.325	interior_depth	Depth_50_75	36	random
0.4	0.295	interior_depth	Depth_50_75	36	random
0.45	0.26	interior_depth	Depth_50_75	36	random
0.5	0.21	interior_depth	Depth_50_75	36	random
0.55	0.17	interior_depth	Depth_50_75	36	random
0.6	0.145	interior_depth	Depth_50_75	36	random
0.65	0.135	interior_depth	Depth_50_75	36	random
0.7	0.09	interior_depth	Depth_50_75	36	random
0.75	0.085	interior_depth	Depth_50_75	36	random
0.8	0.045	interior_depth	Depth_50_75	36	random
0.85	0.035	interior_depth	Depth_50_75	36	random
0.9	0.02	interior_depth	Depth_50_75	36	random
0.95	0.005	interior_depth	Depth_50_75	36	random
1	0	interior_depth	Depth_50_75	36	random
0	0.55	interior_depth	Depth_50_75	36	targeted
0.05	0.49	interior_depth	Depth_50_75	36	targeted
0.1	0.415	interior_depth	Depth_50_75	36	targeted
0.15	0.25	interior_depth	Depth_50_75	36	targeted
0.2	0.14	interior_depth	Depth_50_75	36	targeted
0.25	0.085	interior_depth	Depth_50_75	36	targeted
0.3	0.035	interior_depth	Depth_50_75	36	targeted
0.35	0.015	interior_depth	Depth_50_75	36	targeted
0.4	0.01	interior_depth	Depth_50_75	36	targeted
0.45	0.01	interior_depth	Depth_50_75	36	targeted
0.5	0.005	interior_depth	Depth_50_75	36	targeted
0.55	0.005	interior_depth	Depth_50_75	36	targeted
0.6	0.005	interior_depth	Depth_50_75	36	targeted
0.65	0.005	interior_depth	Depth_50_75	36	targeted
0.7	0.005	interior_depth	Depth_50_75	36	targeted
0.75	0.005	interior_depth	Depth_50_75	36	targeted
0.8	0.005	interior_depth	Depth_50_75	36	targeted
0.85	0.005	interior_depth	Depth_50_75	36	targeted
0.9	0.005	interior_depth	Depth_50_75	36	targeted
0.95	0.005	interior_depth	Depth_50_75	36	targeted
1	0	interior_depth	Depth_50_75	36	targeted
0	0.575	interior_depth	Depth_50_75	37	random
0.05	0.53	interior_depth	Depth_50_75	37	random
0.1	0.49	interior_depth	Depth_50_75	37	random
0.15	0.445	interior_depth	Depth_50_75	37	random
0.2	0.395	interior_depth	Depth_50_75	37	random
0.25	0.355	interior_depth	Depth_50_75	37	random
0.3	0.305	interior_depth	Depth_50_75	37	random
0.35	0.28	interior_depth	Depth_50_75	37	random
0.4	0.26	interior_depth	Depth_50_75	37	random
0.45	0.24	interior_depth	Depth_50_75	37	random
0.5	0.22	interior_depth	Depth_50_75	37	random
0.55	0.185	interior_depth	Depth_50_75	37	random
0.6	0.125	interior_depth	Depth_50_75	37	random
0.65	0.12	interior_depth	Depth_50_75	37	random
0.7	0.085	interior_depth	Depth_50_75	37	random
0.75	0.065	interior_depth	Depth_50_75	37	random
0.8	0.055	interior_depth	Depth_50_75	37	random
0.85	0.05	interior_depth	Depth_50_75	37	random
0.9	0.03	interior_depth	Depth_50_75	37	random
0.95	0.015	interior_depth	Depth_50_75	37	random
1	0	interior_depth	Depth_50_75	37	random
0	0.575	interior_depth	Depth_50_75	37	targeted
0.05	0.455	interior_depth	Depth_50_75	37	targeted
0.1	0.37	interior_depth	Depth_50_75	37	targeted
0.15	0.21	interior_depth	Depth_50_75	37	targeted
0.2	0.08	interior_depth	Depth_50_75	37	targeted
0.25	0.03	interior_depth	Depth_50_75	37	targeted
0.3	0.01	interior_depth	Depth_50_75	37	targeted
0.35	0.01	interior_depth	Depth_50_75	37	targeted
0.4	0.01	interior_depth	Depth_50_75	37	targeted
0.45	0.005	interior_depth	Depth_50_75	37	targeted
0.5	0.005	interior_depth	Depth_50_75	37	targeted
0.55	0.005	interior_depth	Depth_50_75	37	targeted
0.6	0.005	interior_depth	Depth_50_75	37	targeted
0.65	0.005	interior_depth	Depth_50_75	37	targeted
0.7	0.005	interior_depth	Depth_50_75	37	targeted
0.75	0.005	interior_depth	Depth_50_75	37	targeted
0.8	0.005	interior_depth	Depth_50_75	37	targeted
0.85	0.005	interior_depth	Depth_50_75	37	targeted
0.9	0.005	interior_depth	Depth_50_75	37	targeted
0.95	0.005	interior_depth	Depth_50_75	37	targeted
1	0	interior_depth	Depth_50_75	37	targeted
0	0.42	interior_depth	Depth_50_75	38	random
0.05	0.39	interior_depth	Depth_50_75	38	random
0.1	0.385	interior_depth	Depth_50_75	38	random
0.15	0.365	interior_depth	Depth_50_75	38	random
0.2	0.35	interior_depth	Depth_50_75	38	random
0.25	0.33	interior_depth	Depth_50_75	38	random
0.3	0.295	interior_depth	Depth_50_75	38	random
0.35	0.27	interior_depth	Depth_50_75	38	random
0.4	0.25	interior_depth	Depth_50_75	38	random
0.45	0.23	interior_depth	Depth_50_75	38	random
0.5	0.195	interior_depth	Depth_50_75	38	random
0.55	0.18	interior_depth	Depth_50_75	38	random
0.6	0.15	interior_depth	Depth_50_75	38	random
0.65	0.13	interior_depth	Depth_50_75	38	random
0.7	0.095	interior_depth	Depth_50_75	38	random
0.75	0.065	interior_depth	Depth_50_75	38	random
0.8	0.065	interior_depth	Depth_50_75	38	random
0.85	0.045	interior_depth	Depth_50_75	38	random
0.9	0.035	interior_depth	Depth_50_75	38	random
0.95	0.005	interior_depth	Depth_50_75	38	random
1	0	interior_depth	Depth_50_75	38	random
0	0.42	interior_depth	Depth_50_75	38	targeted
0.05	0.34	interior_depth	Depth_50_75	38	targeted
0.1	0.27	interior_depth	Depth_50_75	38	targeted
0.15	0.195	interior_depth	Depth_50_75	38	targeted
0.2	0.05	interior_depth	Depth_50_75	38	targeted
0.25	0.025	interior_depth	Depth_50_75	38	targeted
0.3	0.015	interior_depth	Depth_50_75	38	targeted
0.35	0.005	interior_depth	Depth_50_75	38	targeted
0.4	0.005	interior_depth	Depth_50_75	38	targeted
0.45	0.005	interior_depth	Depth_50_75	38	targeted
0.5	0.005	interior_depth	Depth_50_75	38	targeted
0.55	0.005	interior_depth	Depth_50_75	38	targeted
0.6	0.005	interior_depth	Depth_50_75	38	targeted
0.65	0.005	interior_depth	Depth_50_75	38	targeted
0.7	0.005	interior_depth	Depth_50_75	38	targeted
0.75	0.005	interior_depth	Depth_50_75	38	targeted
0.8	0.005	interior_depth	Depth_50_75	38	targeted
0.85	0.005	interior_depth	Depth_50_75	38	targeted
0.9	0.005	interior_depth	Depth_50_75	38	targeted
0.95	0.005	interior_depth	Depth_50_75	38	targeted
1	0	interior_depth	Depth_50_75	38	targeted
0	0.44	interior_depth	Depth_50_75	39	random
0.05	0.405	interior_depth	Depth_50_75	39	random
0.1	0.39	interior_depth	Depth_50_75	39	random
0.15	0.38	interior_depth	Depth_50_75	39	random
0.2	0.35	interior_depth	Depth_50_75	39	random
0.25	0.31	interior_depth	Depth_50_75	39	random
0.3	0.295	interior_depth	Depth_50_75	39	random
0.35	0.285	interior_depth	Depth_50_75	39	random
0.4	0.24	interior_depth	Depth_50_75	39	random
0.45	0.22	interior_depth	Depth_50_75	39	random
0.5	0.205	interior_depth	Depth_50_75	39	random
0.55	0.17	interior_depth	Depth_50_75	39	random
0.6	0.14	interior_depth	Depth_50_75	39	random
0.65	0.105	interior_depth	Depth_50_75	39	random
0.7	0.095	interior_depth	Depth_50_75	39	random
0.75	0.07	interior_depth	Depth_50_75	39	random
0.8	0.05	interior_depth	Depth_50_75	39	random
0.85	0.02	interior_depth	Depth_50_75	39	random
0.9	0.015	interior_depth	Depth_50_75	39	random
0.95	0.015	interior_depth	Depth_50_75	39	random
1	0	interior_depth	Depth_50_75	39	random
0	0.44	interior_depth	Depth_50_75	39	targeted
0.05	0.35	interior_depth	Depth_50_75	39	targeted
0.1	0.27	interior_depth	Depth_50_75	39	targeted
0.15	0.05	interior_depth	Depth_50_75	39	targeted
0.2	0.025	interior_depth	Depth_50_75	39	targeted
0.25	0.025	interior_depth	Depth_50_75	39	targeted
0.3	0.01	interior_depth	Depth_50_75	39	targeted
0.35	0.005	interior_depth	Depth_50_75	39	targeted
0.4	0.005	interior_depth	Depth_50_75	39	targeted
0.45	0.005	interior_depth	Depth_50_75	39	targeted
0.5	0.005	interior_depth	Depth_50_75	39	targeted
0.55	0.005	interior_depth	Depth_50_75	39	targeted
0.6	0.005	interior_depth	Depth_50_75	39	targeted
0.65	0.005	interior_depth	Depth_50_75	39	targeted
0.7	0.005	interior_depth	Depth_50_75	39	targeted
0.75	0.005	interior_depth	Depth_50_75	39	targeted
0.8	0.005	interior_depth	Depth_50_75	39	targeted
0.85	0.005	interior_depth	Depth_50_75	39	targeted
0.9	0.005	interior_depth	Depth_50_75	39	targeted
0.95	0.005	interior_depth	Depth_50_75	39	targeted
1	0	interior_depth	Depth_50_75	39	targeted
0	0.56	interior_depth	Depth_50_75	40	random
0.05	0.53	interior_depth	Depth_50_75	40	random
0.1	0.505	interior_depth	Depth_50_75	40	random
0.15	0.465	interior_depth	Depth_50_75	40	random
0.2	0.415	interior_depth	Depth_50_75	40	random
0.25	0.37	interior_depth	Depth_50_75	40	random
0.3	0.345	interior_depth	Depth_50_75	40	random
0.35	0.315	interior_depth	Depth_50_75	40	random
0.4	0.285	interior_depth	Depth_50_75	40	random
0.45	0.255	interior_depth	Depth_50_75	40	random
0.5	0.22	interior_depth	Depth_50_75	40	random
0.55	0.205	interior_depth	Depth_50_75	40	random
